XXXXX;XXXX;;;;;;;;;;;;;x
yinshangzhanbu6;动荡之兆. ;;;;;;;;;;X
desc_yinshangzhanbu6;占卜结果显示出对君主统治不利的预言，贵族借机质疑君主;;;;;;;;;;X
yinshangzhanbu7;失败之兆. ;;;;;;;;;;X
desc_yinshangzhanbu7;占卜结果显示这场必将失败，军队受到了影响;;;;;;;;;;X
yinshangzhanbujueyi_title;占卜凶吉;;;;;;;;;;X
yinshangzhanbujueyi_desc;殷商军改-战争时期好占卜 ;;;;;;;;;;X
yinshangbuzhanbu;君主不好占卜;;;;;;;;;;X
desc_yinshangbuzhanbu;君主不好占卜，这使得下层贵族借机怀疑王位的正当性;;;;;;;;;;X
zhengdunlizhi2_title;整顿吏治;;;;;;;;;;X
zhengdunlizhi2_desc;君主借助官僚系统整顿吏治 ;;;;;;;;;;X
