;;;;;;;;;;;;;x;
EVTOPTA60009;万岁!;;;;;;;;;;X
EVTNAME60010;礼崩乐坏;;;;;;;;;;X
EVTDESC60010;春秋结束、战国开启,礼乐全无...;;;;;;;;;;X
EVTOPTA60010;唉!;;;;;;;;;;X
switch_to_liyuebadao1_title;奉行礼乐霸道;;;;;;;;;;X
switch_to_liyuebadao1_desc;周德衰微,我国为中原大国,理应尊周王,攘夷狄,讨不服!;;;;;;;;;;X
switch_to_liyuebadao2_title;奉行礼乐霸道;;;;;;;;;;X
switch_to_liyuebadao2_desc;周德衰微,我国为中原大国,理应尊周王,攘夷狄,讨不服!;;;;;;;;;;X
switch_to_liyuejiaohua1_title;奉行礼乐教化;;;;;;;;;;X
switch_to_liyuejiaohua1_desc;我国曾弃礼乐而求霸业，此非正道，今当改之。;;;;;;;;;;X
switch_to_liyuejiaohua2_title;奉行礼乐教化;;;;;;;;;;X
switch_to_liyuejiaohua2_desc;我国曾弃礼乐而求他，此非正道，今当改之。;;;;;;;;;;X
switch_to_rujia_title;尊崇儒家;;;;;;;;;;;;;x
switch_to_rujia_desc;自春秋结束、战国开启,礼乐全无：现在我们需要统一思想、立法度、复礼乐。;;;;;;;;;;;;x
switch_to_fajia1_title;尊崇法家;;;;;;;;;;;;;x
switch_to_fajia1_desc;自春秋结束、战国开启,礼乐全无。旧贵族没落,地主官僚阶级兴起:在法家学说的指导下，如今我们已经建立起了广泛的君主集权官僚统治。;;;;;;;;;;;;x
switch_to_fajia2_title;罢黜儒家,独尊法家;;;;;;;;;;;;;x
switch_to_fajia2_desc;我们已经建立了强大的官僚制度,使国家权柄尽归陛下所有。然彼等愚儒打着恢复周制，封建诸侯的幌子，妄图削弱陛下的至高权威：诚乃是可忍，孰不可忍！;;;;;;;;;;;;x
switch_to_mojia_title;尊崇墨家;;;;;;;;;;;;;x
switch_to_mojia_desc;自春秋结束、战国开启,礼乐全无：旧贵族没落,庶人崛起，我们要建立一个兼爱非公的世界！;;;;;;;;;;;;x
switch_to_daojia_title;尊崇道家;;;;;;;;;;;;;x
switch_to_daojia_desc;自春秋结束、战国开启,礼乐全无：我们应该顺其自然。;;;;;;;;;;;;x
switch_to_liyue_title;融入中国;;;;;;;;;;;;;x
switch_to_liyue_desc;中原国家强大而文明，我们应该效仿中国，制礼作乐！;;;;;;;;;;;;x
EVTNAME19500;名家巨子;;;;;;;;;;X
EVTDESC19500;在$PROVINCENAME$，名家的学说开始受到重视，一位名家学说的领军人物以他卓越的口才和诡辩，名动一时。;;;;;;;;;;X
EVTOPTA19500;召他入宫效力;;;;;;;;;;X
EVTNAME19501;农家亲励;;;;;;;;;;X
EVTDESC19501;在$PROVINCENAME$，一位农家开始他身体力行的劳作，他带领当地人民开展生产，拓荒植树，地方上获得了不少的发展。;;;;;;;;;;X
EVTOPTA19501;鼓励他的行为;;;;;;;;;;X
EVTNAME19502;阴阳之道;;;;;;;;;;X
EVTDESC19502;一位全国闻名的阴阳家来到我国，向君主讲解五行轮回的理论，按照他的说法，我国似乎在不久的将来将会成为天命所归的国家。;;;;;;;;;;X
EVTOPTA19502;这是个好消息;;;;;;;;;;X
EVTNAME19503;合纵连横;;;;;;;;;;X
EVTDESC19503;一位纵横家孤身游说君主，表示他愿意以三寸不烂之舌周旋于列国，为我国改善与各国的关系。;;;;;;;;;;X
EVTOPTA19503;资助他的旅程;;;;;;;;;;X
EVTNAME19504;学派冲突;;;;;;;;;;X
EVTDESC19504;在$PROVINCENAME$，不同学派的传播引起了争论，最终发展为了一场不大不小的冲突，这对于国家的安定不是个好消息。;;;;;;;;;;X
EVTOPTA19504;文人相轻;;;;;;;;;;X
mingjiajuzi;名家巨子;;;;;;;;;;X
desc_mingjiajuzi;一位名家巨子在此地讲学;;;;;;;;;;X
nongjiaqingli;农家亲励;;;;;;;;;;X
desc_nongjiaqingli;一位农家代表人物在此地开展生产;;;;;;;;;;X
yinyangzhidao;阴阳之道;;;;;;;;;;X
desc_yinyangzhidao;按照阴阳家的说法，我国正是天命所在;;;;;;;;;;X
xuepaichongtu;学派冲突;;;;;;;;;;X
desc_xuepaichongtu;各学派在此地共同讲学引起了激烈辩论;;;;;;;;;;X
EVTNAME887;儒家出现;;;;;;;;;;X
EVTDESC887;一位圣人在 $COUNTRY$ 设立学校，传授他关于礼制的学说，这是儒家学说开始传播的起点。儒家学派的创始人孔子第一次打破了旧日统治阶级垄断教育的局面，一变“学在官府”而为“有教无类”，使传统文化教育播及到整个民族。这样儒家思想就有了坚实的民族心理基础，为全社会所接受并逐步儒化全社会。但是儒家学派固守“道不过三代，法不贰后王”(《荀子·王制》)。;;;;;;;;;;X
EVTOPTA887;历史的见证;;;;;;;;;;X
EVTNAME888;法家出现;;;;;;;;;;X
EVTDESC888;一位哲人在 $COUNTRY$ 游说君主，传授他关于法制的学说，这是法家学说开始传播的起点。法家是先秦诸子中对法律最为重视的一派。他们以在法律界及法理学方面做出了卓越贡献而闻名，并提出了一整套的理论和方法。这为后来建立的中央集权的秦朝制定各项政策提供了相当有效的理论依据。法家在法理学方面做出了很大贡献，对于法律的起源、本质、作用以及法律同社会经济、时代要求、国家政权、伦理道德以及人性的关系等基本的问题都做了卓有成效的探讨。;;;;;;;;;;X
EVTOPTA888;历史的见证;;;;;;;;;;X
EVTNAME889;墨家出现;;;;;;;;;;X
EVTDESC889;一位哲人在 $COUNTRY$ 传播他关于兼爱非攻的学说，这是墨家学说开始传播的起点。墨家是一个纪律严密的学术团体，其首领称“巨子”，其成员到各国为官必须推行墨家主张，所得俸禄亦须向团体奉献。墨家学派有前后期之分，前期思想主要涉及社会政治、伦理及认识论问题；后期墨家在逻辑学方面有重要贡献。主张人与人平等相爱（兼爱）,反对侵略战争（非攻）。重视文化传承（明鬼）,掌握自然规律（天志）。;;;;;;;;;;X
EVTOPTA889;历史的见证;;;;;;;;;;X
EVTNAME890;道家出现;;;;;;;;;;X
EVTDESC890;一位哲人在 $COUNTRY$ 著书立说，推行他关于无为而治的学说，这是道家学说开始传播的起点。道家以道、无、自然、天性为核心理念，认为天道无为、道法自然，一切事物都有对立面等，据此提出无为而治、以雌守雄、以柔克刚等政治、军事策略，对中国乃至世界的文化都产生了较大的影响。;;;;;;;;;;X
EVTOPTA890;历史的见证;;;;;;;;;;X
EVTNAME1891;医家出现;;;;;;;;;;X
EVTDESC1891;中国医学理论的形成，是在公元前五世纪下半叶到公元三世纪中叶，共经历了七百多年。公元前五世纪下半叶，中国开始进入封建社会。从奴隶社会向封建社会过渡，到封建制度确立，在中国历史上是一个大动荡的时期。社会制度的变革，促进了经济的发展，意识型态、科学文化领域出现了新的形势，其中包括医学的发展。医家泛指所有从医的人。;;;;;;;;;;X
EVTOPTA1891;历史的见证;;;;;;;;;;X
EVTNAME2891;神医;;;;;;;;;;X
EVTDESC2891;近日都城里有一位从$COUNTRY$来的百姓说，不久前他们那里爆发了一场瘟疫，而有一位游方神医到来迅速控制住了疫情的扩散，这次瘟疫造成的伤害不足往年爆发瘟疫的百分之一。有人向国君进言，可以将这位神医邀请到宫廷来为整个国家效力。;;;;;;;;;;X
EVTOPTA2891;立刻派人去招募这位神医;;;;;;;;;;X
EVTOPTB2891;不闻不问;;;;;;;;;;X
EVTNAME1892;纵横家出现;;;;;;;;;;X
EVTDESC1892;“九流”之一。因称凭辩才进行政治活动者为“纵横家”。 纵横即合纵连横。他们朝秦暮楚，事无定主，反复无常，设第划谋多以国家政治需要出发。合纵派的主要代表是苏秦，连横派的主要代表是张仪。 出自《资治通鉴·周显王三十六年》“ 张仪者， 魏人，与苏秦俱事鬼谷先生 ”。 胡三省 注引 汉 应劭 《风俗通》：“鬼谷先生 ， 六国 时纵横家知大局，善揣摩，通辩辞，会机变，全智勇，长谋略，能决断。无所不出，无所不入，无所不可：这里指游说开合有度、纵横自如。没有不可以去的地方，也没有什么不会成功的事情。;;;;;;;;;;X
EVTNAME2892;纵横之士;;;;;;;;;;X
EVTDESC2892;今日，公子向国君推荐了衣衫褴褛之人，说他是纵横家鬼谷子的弟子，有济世之才。但许多官员都说曾在城中见过这位所谓的“济世之才”在街边乞讨，纷纷说道此人若有真才实学又怎么可能会沿街乞讨呢？怕是假借纵横家之名招摇撞骗。国君如何裁处呢？;;;;;;;;;;X
EVTOPTA2892;先任用看看吧;;;;;;;;;;X
EVTOPTB2892;将这骗子赶出宫去;;;;;;;;;;X
EVTNAME3892;纵横之能;;;;;;;;;;X
EVTDESC3892;纵横之士智能双全，有不乏仁义之辈，其人其事若鉴于当代，亦必可使受益者非唯浅耳。;;;;;;;;;;X
EVTOPTA3892;寡人果然没有用错人;;;;;;;;;;X
EVTOPTA1892;历史的见证;;;;;;;;;;X
EVTNAME1893;阴阳家出现;;;;;;;;;;X
EVTDESC1893;阴阳家是盛行于战国末期到汉初的一种哲学流派，齐国人邹衍是其创始人，阴阳家的学问被称为“阴阳说”，其核心内容是“阴阳五行”，阴阳学说是汉民族最重要的哲学思维之一。司马迁在《史记》中称阴阳家的学问“深观阴阳消息，而作迂怪之变。”《吕氏春秋》、《淮南子》、《春秋繁露》则直接受到邹衍学说的影响。古代大家与近代学者多认为阴阳家源于道家，近代出土竹简《三十时》等证实早期阴阳家著作其中有大量道家色彩 。值得注意的是《周易》没有提出阴阳与太极等概念，讲阴阳与太极的是被道家与阴阳家所影响的《易传》。;;;;;;;;;;X
EVTOPTA1893;历史的见证;;;;;;;;;;X
EVTNAME2893;阴阳家先生;;;;;;;;;;X
EVTDESC2893;近来，在学宫中来了一名新的先生，宣扬着五行五德之说。而今日朝堂之上有官员向国君举荐了此人，说他有经天纬地之才。希望国君能以高官录用他来为社稷造福。;;;;;;;;;;X
EVTOPTA2893;既如此，宣他入殿吧;;;;;;;;;;X
EVTOPTB2893;先生还是好好教书吧;;;;;;;;;;X
EVTNAME1894;杂家出现;;;;;;;;;;X
EVTDESC1894;杂家，中国战国末至汉初的哲学学派。以博采各家之说见长。以“兼儒墨，合名法”为特点，“于百家之道无不贯通”。《汉书·艺文志》将其列为“九流”之一。杂家的出现是统一的封建国家建立过程中思想文化融合的结果。杂家著作以战国《尸子》、秦代《吕氏春秋》、西汉《淮南子》为代表，分别为战国时期商鞅门客尸佼秦相吕不韦和汉淮南王刘安招集门客所集，对诸子百家兼收并蓄，但略嫌庞杂。又因杂家著作皆以道家思想为主，故有人认为杂家实为新道家学派。;;;;;;;;;;X
EVTOPTA1894;历史的见证;;;;;;;;;;X
EVTNAME2894;杂家学者;;;;;;;;;;X
EVTDESC2894;近日有位学者在各地宣扬着一个观念：百家各有所长，各有所短，若是集结百家之长而用之于天下，则天下必然大治。虽然听起来是件不可能的事情，百家也不认同这种观点。不过倒是有一些人追随了他。不知国君对此事如何看？;;;;;;;;;;X
EVTOPTA2894;这种观念倒是新颖，宣他入殿为官吧;;;;;;;;;;X
EVTOPTB2894;这等好高骛远的狂妄之士，岂可用之;;;;;;;;;;X
EVTNAME1895;农家出现;;;;;;;;;;X
EVTDESC1895;农家，又称“农家流，是先秦时期反映农业生产和农民思想的学术流派，奉神农为祖师，祖述神农，主张劝耕桑，以足衣食。”由于儒家轻商农汉朝中期以后农家迅速衰落。《汉书·艺文志》列为“九流”之一。 出处：五代 颜仁郁 《农家》诗：“时人不识农家苦，将谓田中谷自生。” 宋 陆游 《岳池农家》诗：“春深农家耕未足，原头叱叱两黄犊。”;;;;;;;;;;X
EVTOPTA1895;历史的见证;;;;;;;;;;X
EVTNAME2895;农家流民;;;;;;;;;;X
EVTDESC2895;最近在都城出现了大量的流民他们有逃离战乱的，有逃离苛政的。大多都在城中行乞，有不少已是白发鬓鬓的老者了，实在可怜。现他们的领导者进言，请赐予他们一块田地，一间屋子。如果同意，我们可以开垦更多的荒地从而提高生产，但这么多人的安置费可不是小数目。国君意下如何？;;;;;;;;;;X
EVTOPTA2895;何乐而不为？;;;;;;;;;;X
EVTOPTB2895;寡人可没有余钱安置这些贱民。;;;;;;;;;;X
EVTNAME1896;名家出现;;;;;;;;;;X
EVTDESC1896;名家” 以辩论名实问题为中心，并且以善辩成名的一个学派，又称“辩者”、“刑（形）名家”。按，“名”就是指称事物的名称，用今天的话说，就是“概念”；“实”就是“名”所指称的事物。名家之所以被称为“名家”，就是因为他们同样是在“思以其道易天下”的过程中，为了播其声，扬其道，释其理，最先围绕“刑名”问题，以研究刑法概念著称；以后逐渐从“刑名”研究，申延到“形名”研究、“名实”研究。围绕“名”和“实”的关系问题，展开论辩并提出自己的见解。但由于他们的研究方法奇特，按汉代司马谈所言，是“控名指实”，“参伍不失”，因此，虽然名家擅长论辩，但其论辩又流于“苛察缴绕”，疙疙瘩瘩，诡谲奇异，所以历史上一直名声不好。;;;;;;;;;;X
EVTOPTA1896;历史的见证;;;;;;;;;;X
EVTNAME2896;名家之士;;;;;;;;;;X
EVTDESC2896;今日朝堂之上，有人举荐了他的朋友。在他国不受待见而跑到我国的一位名家人士，举荐人说他的口才必可帮助国君改善本国对他国的形象并帮助国君说服那些不服国君的本国人士。;;;;;;;;;;X
EVTOPTA2896;可令其为官;;;;;;;;;;X
EVTOPTB2896;一个像汗婆泼妇的人，也配为官？;;;;;;;;;;X
EVTNAME1897;兵家出现;;;;;;;;;;X
EVTDESC1897;兵家是中国先秦、汉初研究军事理论，从事军事活动的学派，是古代汉族军事思想的精华。诸子百家之一。关于兵家的起源，有人认为兵家源自道家；有人认为兵家源自法家。据《汉书·艺文志》记载，兵家又分为兵权谋家、兵形势家、兵阴阳家和兵技巧家四类。兵家的代表人物有春秋时孙武、司马穰苴，战国时孙膑、吴起、尉缭、赵奢、白起，汉初张良、韩信等。今有兵家著作《孙子兵法》、《孙膑兵法》、《吴子》、《六韬》、《尉缭子》、《握奇经》等。兵家著作中含有丰富的朴素唯物论和辩证法思想。;;;;;;;;;;X
EVTOPTA1897;历史的见证;;;;;;;;;;X
EVTNAME1898;小说家出现;;;;;;;;;;X
EVTDESC1898;小说家，诸子百家的其中一家，其书现在多已亡佚。据班固所著《汉书．艺文志》曰：“小说家者流，盖出于稗官；街谈巷语，道听途说者之所造也。”，意即小说家所做的事以记录民间街谈巷语，并呈报上级等为主，然而小说家虽然自成一家，但被视为不入流者，故有“九流十家”之说。;;;;;;;;;;X
EVTOPTA1898;历史的见证;;;;;;;;;;X
EVTNAME2898;小说家之士;;;;;;;;;;X
EVTDESC2898;近日许多文人墨客，贵族官吏都在拜读同一名作者所撰写的书籍。不同的是这本书籍与百家所记载的学术大相径庭，而是一篇篇感人肺腑的事迹。令人时而欢愉，时而悲伤，时而痛哭，时而大笑。有人认为他能写出如此动人的故事，必然是为大才。国君以为如何？;;;;;;;;;;X
EVTOPTA2898;招募其为官;;;;;;;;;;X
EVTOPTB2898;一个只会舞文弄墨的文人做官？;;;;;;;;;;X
zushuyaoshun_title;祖述尧舜、章宪文武;;;;;;;;;X
zushuyaoshun_desc;祖述尧舜、章宪文武，出自儒家经典《中庸》。意思是遵守尧舜时期的礼制，效仿周文王、周武王的法度，这是儒家恪守周礼的表现。;;;;;;;;;X
zushuyaoshun;祖述尧舜;;;;;;;;;X
desc_zushuyaoshun;祖述尧舜、章宪文武，出自儒家经典《中庸》。意思是遵守尧舜时期的礼制，效仿周文王、周武王的法度，这是儒家恪守周礼的表现。;;;;;;;;;X
xiushenzhongyong_title;修身中庸（曾子派）;;;;;;;;;X
xiushenzhongyong_desc;《韩非子·显学篇》说孔子死后，“儒分为八”，其中对后世影响最大的就是曾子一派，后世《论语》不但尊称曾参为曾子，而且对其言行的记述远多于孔子其他弟子。曾子一派强调个人修身和中庸之道，追求以孔子为典范的圣人之道，从内容而言，《大学》《中庸》《孝经》等儒家经典都出自曾子一派。;;;;;;;;;X
xiushenzhongyong;修身中庸;;;;;;;;;X
desc_xiushenzhongyong;《韩非子·显学篇》说孔子死后，“儒分为八”，其中对后世影响最大的就是曾子一派，后世《论语》不但尊称曾参为曾子，而且对其言行的记述远多于孔子其他弟子。曾子一派强调个人修身和中庸之道，追求以孔子为典范的圣人之道，从内容而言，《大学》《中庸》《孝经》等儒家经典都出自曾子一派。;;;;;;;;;X
renzhengwangdao_title;仁政王道（孟子派）;;;;;;;;;;;;;x
renzhengwangdao_desc;孟子是孔子孙子子思的再传弟子，在后世儒家有极大的影响力，被尊称为亚圣。其学说宣扬仁政和王道，反对战国时期普遍实行的霸道政策，他认为人性本善，劝说君主以仁政而取得人心，从而不战而屈人之兵。不过他的学说严重脱离战国时期的实际;;;;;;;;;;;;;x
renzhengwangdao;仁政王道;;;;;;;;;;X
desc_renzhengwangdao;孟子是孔子孙子子思的再传弟子，在后世儒家有极大的影响力，被尊称为亚圣。其学说宣扬仁政和王道，反对战国时期普遍实行的霸道政策，他认为人性本善，劝说君主以仁政而取得人心，从而不战而屈人之兵。不过他的学说严重脱离战国时期的实际;;;;;;;;;;X
wangzhezhifa_title;礼义生而制法度（荀子派）;;;;;;;;;;;;;x
wangzhezhifa_desc;荀况的学说继承了孔子儒家学说的同时又有了新的发展，虽然他和孟子一样推行“王道仁政”的学说，但荀子认为人性本恶，需要礼法才能进行匡正，“化性而起伪，伪起而生礼义，礼义生而制法度”，并且强调人力战胜自然的客观性。（《荀子-天论篇》）;;;;;;;;;;;;;x
wangzhezhifa;王者之法;;;;;;;;;;X
desc_wangzhezhifa;荀况的学说继承了孔子儒家学说的同时又有了新的发展，虽然他和孟子一样推行“王道仁政”的学说，但荀子认为人性本恶，需要礼法才能进行匡正，“化性而起伪，伪起而生礼义，礼义生而制法度”，并且强调人力战胜自然的客观性。（《荀子-天论篇》）;;;;;;;;;;X
huangdixingde_title;黄帝刑德（黄老派）;;;;;;;;;;;;;x
huangdixingde_desc;黄老派以两相自然为本，事因之而循之，物因之而动之，法天地之使万物自然，甚至不得不然而为，以无为谓之使物我自然，以使物我共逍遥，善于行不言之教，使人自化。黄帝刑德，出自《尉缭子》：”刑以伐之，德以守之，非所谓天官时日阴阳向背也。黄帝者，人事而已矣。“;;;;;;;;;;;;;x
huangdixingde;黄帝刑德;;;;;;;;;;X
desc_huangdixingde;黄老派以两相自然为本，事因之而循之，物因之而动之，法天地之使万物自然，甚至不得不然而为，以无为谓之使物我自然，以使物我共逍遥，善于行不言之教，使人自化。黄帝刑德，出自《尉缭子》：”刑以伐之，德以守之，非所谓天官时日阴阳向背也。黄帝者，人事而已矣。“;;;;;;;;;;X
xujingzhifa_title;虚静执法（黄老派）;;;;;;;;;;;;;x
xujingzhifa_desc;黄老派以两相自然为本，事因之而循之，物因之而动之，法天地之使万物自然，甚至不得不然而为，以无为谓之使物我自然，以使物我共逍遥，善于行不言之教，使人自化。虚静就是使人的精神进入一种无欲无得失无功利的极端平静的状态,这样事物的一切美和丰富性就会展现在眼前。;;;;;;;;;;;;;x
xujingzhifa;虚静执法;;;;;;;;;;X
desc_xujingzhifa;黄老派以两相自然为本，事因之而循之，物因之而动之，法天地之使万物自然，甚至不得不然而为，以无为谓之使物我自然，以使物我共逍遥，善于行不言之教，使人自化。虚静就是使人的精神进入一种无欲无得失无功利的极端平静的状态,这样事物的一切美和丰富性就会展现在眼前。;;;;;;;;;;X
qingzhongjiufu_title;轻重九府（黄老派）;;;;;;;;;;;;;x
qingzhongjiufu_desc;黄老派以两相自然为本，事因之而循之，物因之而动之，法天地之使万物自然，甚至不得不然而为，以无为谓之使物我自然，以使物我共逍遥，善于行不言之教，使人自化。轻重九府是古代九个管理钱财的部门，出自《史记-货殖列传》。;;;;;;;;;;;;;x
qingzhongjiufu;轻重九府;;;;;;;;;;X
desc_qingzhongjiufu;黄老派以两相自然为本，事因之而循之，物因之而动之，法天地之使万物自然，甚至不得不然而为，以无为谓之使物我自然，以使物我共逍遥，善于行不言之教，使人自化。轻重九府是古代九个管理钱财的部门，出自《史记-货殖列传》。;;;;;;;;;;X
daodewuwei_title;道德无为（老庄派）;;;;;;;;;;;;;x
daodewuwei_desc;老庄派为老学、庄学的合称。以自然为本，天性为尊，法天心而无心弗志而为，以为无为而使人退欲消妄，削其物性，以己之虚无澄他人之妄心而为。主张清虚自守，齐物而侍，清静无为，以致“不为物累逍遥天下”。无为是道家重要的哲学理念，强调无为即是无所不为，不做无效的事。;;;;;;;;;;;;;x
daodewuwei;道德无为;;;;;;;;;;X
desc_daodewuwei;老庄派为老学、庄学的合称。以自然为本，天性为尊，法天心而无心弗志而为，以为无为而使人退欲消妄，削其物性，以己之虚无澄他人之妄心而为。主张清虚自守，齐物而侍，清静无为，以致“不为物累逍遥天下”。无为是道家重要的哲学理念，强调无为即是无所不为，不做无效的事。;;;;;;;;;;X
yiroukegang_title;以柔克刚（老庄派）;;;;;;;;;;;;;x
yiroukegang_desc;老庄派为老学、庄学的合称。以自然为本，天性为尊，法天心而无心弗志而为，以为无为而使人退欲消妄，削其物性，以己之虚无澄他人之妄心而为。主张清虚自守，齐物而侍，清静无为，以致“不为物累逍遥天下”。以柔克刚的观点主张顺其自然，弱可胜强。;;;;;;;;;;;;;x
yiroukegang;以柔克刚;;;;;;;;;;X
desc_yiroukegang;老庄派为老学、庄学的合称。以自然为本，天性为尊，法天心而无心弗志而为，以为无为而使人退欲消妄，削其物性，以己之虚无澄他人之妄心而为。主张清虚自守，齐物而侍，清静无为，以致“不为物累逍遥天下”。以柔克刚的观点主张顺其自然，弱可胜强。;;;;;;;;;;X
xiuyangshengxi_title;休养生息（老庄派）;;;;;;;;;;;;;x
xiuyangshengxi_desc;老庄派为老学、庄学的合称。以自然为本，天性为尊，法天心而无心弗志而为，以为无为而使人退欲消妄，削其物性，以己之虚无澄他人之妄心而为。主张清虚自守，齐物而侍，清静无为，以致“不为物累逍遥天下”。休养生息是一种合理的发展方式，不戚戚于一时之胜败，而是不断蓄积力量取得最终胜利。;;;;;;;;;;;;;x
xiuyangshengxi;休养生息;;;;;;;;;;X
desc_xiuyangshengxi;老庄派为老学、庄学的合称。以自然为本，天性为尊，法天心而无心弗志而为，以为无为而使人退欲消妄，削其物性，以己之虚无澄他人之妄心而为。主张清虚自守，齐物而侍，清静无为，以致“不为物累逍遥天下”。休养生息是一种合理的发展方式，不戚戚于一时之胜败，而是不断蓄积力量取得最终胜利。;;;;;;;;;;X
shangxianshangtong_title;尚贤尚同;;;;;;;;;;;;;x
shangxianshangtong_desc;尚贤尚同是墨子重要的思想主张。墨子主张选拔贤人来管理政治，主张“不别贫富、贵贱、远迩、亲疏”，“虽在农与工肆之人，有能则举之”，做到“官无常贵，而民无终贱”。墨子所主张的“尚同”，是为了统一奉行天赋的“法仪”。所说：“上之所是，必皆是之”，因而天子、国君都必须“上同于天”。只有天子是选举出来的天下最贤的仁人，才能“同一天下之义”而把天下治理好。;;;;;;;;;;;;;x
shangxianshangtong;尚贤尚同;;;;;;;;;;X
desc_shangxianshangtong;尚贤尚同是墨子重要的思想主张。墨子主张选拔贤人来管理政治，主张“不别贫富、贵贱、远迩、亲疏”，“虽在农与工肆之人，有能则举之”，做到“官无常贵，而民无终贱”。墨子所主张的“尚同”，是为了统一奉行天赋的“法仪”。所说：“上之所是，必皆是之”，因而天子、国君都必须“上同于天”。只有天子是选举出来的天下最贤的仁人，才能“同一天下之义”而把天下治理好。;;;;;;;;;;X
feiyuefeiru_title;非乐非儒;;;;;;;;;;;;;x
feiyuefeiru_desc;墨子认为寿夭、贫富、安危、治乱不是天命决定的，而是由人决定的。如果相信命定，不去努力从事，就必然得到相反的结果。他的“非命”主张，是和他的政治学说分不开的，墨子由于主张“天志”、“明鬼”、“节葬”、“非乐”、“非命”，就是反对儒家“以天为不明，以鬼为不神”，“厚葬久丧”，“习为声乐”，“又以命为有，贫富寿夭、治乱安危有极”（《墨子·公盂篇》）。又进一步著有《非儒篇》驳斥孔子“述而不作”等言论。;;;;;;;;;;;;;x
feiyuefeiru;非乐非儒;;;;;;;;;;X
desc_feiyuefeiru;墨子认为寿夭、贫富、安危、治乱不是天命决定的，而是由人决定的。如果相信命定，不去努力从事，就必然得到相反的结果。他的“非命”主张，是和他的政治学说分不开的，墨子由于主张“天志”、“明鬼”、“节葬”、“非乐”、“非命”，就是反对儒家“以天为不明，以鬼为不神”，“厚葬久丧”，“习为声乐”，“又以命为有，贫富寿夭、治乱安危有极”（《墨子·公盂篇》）。又进一步著有《非儒篇》驳斥孔子“述而不作”等言论。;;;;;;;;;;X
baofa_title;抱法（法派）;;;;;;;;;;;;;x
baofa_desc;法家在战国时期分为法术势三个流派，任法的一派以卫鞅为代表，着重讲究法律条文的制定和赏罚的执行。;;;;;;;;;;;;;x
baofa;抱法;;;;;;;;;;X
desc_baofa;法家在战国时期分为法术势三个流派，任法的一派以卫鞅为代表，着重讲究法律条文的制定和赏罚的执行。;;;;;;;;;;X
chushi_title;处势（势派）;;;;;;;;;;;;;x
chushi_desc;法家在战国时期分为法术势三个流派，重势一派以慎到为代表，着重讲究保持和运用国君的权势地位。;;;;;;;;;;;;;x
chushi;处势;;;;;;;;;;X
desc_chushi;法家在战国时期分为法术势三个流派，重势一派以慎到为代表，着重讲究保持和运用国君的权势地位。;;;;;;;;;;X
shuzhi_title;术治（术派）;;;;;;;;;;;;;x
shuzhi_desc;法家在战国时期分为法术势三个流派，用术一派以申不害为代表，着重讲究对官吏的选拔任用、监督考核、奖赏处罚以及驾驭的方法手段。;;;;;;;;;;;;;x
shuzhi;术治;;;;;;;;;;X
