zongfazhidu2_desc;宗法制度是由氏族社会父系家长制演变而来的，是王族贵族按血缘关系分配国家权力，以便建立世袭统治的一种制度。这种制度确立于夏朝，完备于周朝，按照周代的宗法制度，宗族中分为大宗和小宗。周王自称天子，称为天下的大宗。诸侯对天子而言是小宗，但在他的封国内却是大宗。卿大夫对诸侯而言是小宗，但在他的采邑内却是大宗。大宗不仅享有对宗族成员的统治权，而且享有政治上的特权。;;;;;;;;;;;;;x,,
zongfazhidu;宗法制度;;;;;;;;;;X,,
desc_zongfazhidu;这宗法制度是由氏族社会父系家长制演变而来的，是王族贵族按血缘关系分配国家权力，以便建立世袭统治的一种制度。这种制度确立于夏朝，完备于周朝，按照周代的宗法制度，宗族中分为大宗和小宗。周王自称天子，称为天下的大宗。诸侯对天子而言是小宗，但在他的封国内却是大宗。卿大夫对诸侯而言是小宗，但在他的采邑内却是大宗。大宗不仅享有对宗族成员的统治权，而且享有政治上的特权。;;;;;;;;;;X,,
EVTNAME1601;改革失败;;;;;;;;;;X,,
EVTDESC1601;由于守旧的贵族强烈反对，我们的改革夭折了，制度退回到之前的样子，看来我们还需要更长的时间才能实现君主的抱负。;;;;;;;;;;X,,
EVTOPTA1601;新制度被废除;;;;;;;;;;X,,
EVTNAME1602;宗法制度;;;;;;;;;;X,,
EVTDESC1602;我是AI我自豪，我能自动完成改革！;;;;;;;;;;X,,
EVTOPTA1602;哈哈哈;;;;;;;;;;X,,
shiguanzhidu1_title;政治改革：确立世官制度;;;;;;;;;;;;;x,,
shiguanzhidu1_desc;世官制是先秦时期在选官用人方面所实行的一项重要的政治制度,顾名思义 ,即贵族世代为官的制度。这是当时特定的历史条件决定的。周初，为了扩大和巩固家天下，周天子以大分封的形式将统治权力封赐给同姓、姻戚、功臣，从而使王朝在相当长的时期内维持了正常的统治局面。春秋战国时期，世官制逐步走向衰亡，以广泛选贤任能的官史选任制逐步确立，到战国中后期，选任制基本确立;;;;;;;;;;;;;x
shiguanzhidu2_title;政治改革：确立世官制度;;;;;;;;;;;;;x,,
shiguanzhidu2_desc;世官制是先秦时期在选官用人方面所实行的一项重要的政治制度,顾名思义 ,即贵族世代为官的制度。这是当时特定的历史条件决定的。周初，为了扩大和巩固家天下，周天子以大分封的形式将统治权力封赐给同姓、姻戚、功臣，从而使王朝在相当长的时期内维持了正常的统治局面。春秋战国时期，世官制逐步走向衰亡，以广泛选贤任能的官史选任制逐步确立，到战国中后期，选任制基本确立;;;;;;;;;;;;;x
EVTNAME1603;改革失败;;;;;;;;;;X,,
EVTDESC1603;由于守旧的贵族强烈反对，我们的改革夭折了，制度退回到之前的样子，看来我们还需要更长的时间才能实现君主的抱负。;;;;;;;;;;X,,
EVTOPTA1603;新制度被废除;;;;;;;;;;X,,
EVTNAME1604;世官制度;;;;;;;;;;X,,
EVTDESC1604;我是AI我自豪，我能自动完成改革！;;;;;;;;;;X,,
EVTOPTA1604;哈哈哈;;;;;;;;;;X,,
shiguanzhidu;世官制度;;;;;;;;;;X,,
desc_shiguanzhidu;我国沿袭着古老的世官制度，这种体制已经僵化，有很多的弊病，不利于人才被充分利用。使用终结世官制度消除，由官僚制解锁，官僚由郡县制解锁。什么？你连郡县制都不知道怎么解锁？;;;;;;;;;;X,,
zhongjieshiguanzhidu_title;终结世官制度;;;;;;;;;;X,,
zhongjieshiguanzhidu_desc;世族制度正在逐步瓦解，为了维持国家强盛，必须广泛的吸纳人才，世官制度必须废止。;;;;;;;;;;X,,
fengjunzhidu1_title;政治改革：确立封君制度;;;;;;;;;;;;;x,,
fengjunzhidu1_desc;战国时代七大强国，经过政治改革，比较普遍地建立了以郡统县的地方行政机构，实行中央集权的政治体制，用以代替过去贵族按等级占有土地进行统治的制度，但是也还设置封君制，在一定程度上维护着新的贵族特权。当时各国所设封君制很不相同，多数封君有大小不同的封邑或封地，有按户征收赋税以及其他经济上的特权，封邑的行政有封君自己治理的，但必须在封邑内奉行国家统一的法令。也有由国君从中央派遣“相国”或“守”到封邑进行直接治理的。封君可以筑城和建筑宫室，可以有守卫的兵，但是封国与郡县一样，发兵之权都由中央的国君直接掌握的。这种封君不同于春秋时代诸侯所分封的卿大夫。;;;;;;;;;;;;;x,,
fengjunzhidu2_title;政治改革：确立封君制度;;;;;;;;;;;;;x,,
fengjunzhidu2_desc;战国时代七大强国，经过政治改革，比较普遍地建立了以郡统县的地方行政机构，实行中央集权的政治体制，用以代替过去贵族按等级占有土地进行统治的制度，但是也还设置封君制，在一定程度上维护着新的贵族特权。当时各国所设封君制很不相同，多数封君有大小不同的封邑或封地，有按户征收赋税以及其他经济上的特权，封邑的行政有封君自己治理的，但必须在封邑内奉行国家统一的法令。也有由国君从中央派遣“相国”或“守”到封邑进行直接治理的。封君可以筑城和建筑宫室，可以有守卫的兵，但是封国与郡县一样，发兵之权都由中央的国君直接掌握的。这种封君不同于春秋时代诸侯所分封的卿大夫。;;;;;;;;;;;;;x,,
EVTNAME1605;改革失败;;;;;;;;;;X,,
EVTDESC1605;由于守旧的贵族强烈反对，我们的改革夭折了，制度退回到之前的样子，看来我们还需要更长的时间才能实现君主的抱负。;;;;;;;;;;X,,
EVTOPTA1605;新制度被废除;;;;;;;;;;X,,
EVTNAME1606;封君制度;;;;;;;;;;X,,
EVTDESC1606;我是AI我自豪，我能自动完成改革！;;;;;;;;;;X,,
EVTOPTA1606;哈哈哈;;;;;;;;;;X,,
menkezhi_title;在此封地设立门客制度;;;;;;;;;;;;;x,,
menkezhi_desc;门客作为贵族地位和财富的象征最早出现于春秋时期，那时的养客之风盛行。每一个诸侯国的公族子弟都有着大批的门客，如楚国的春申君，赵国的平原君，魏国的信陵君，齐国的孟尝君等。就是在古代达官贵人家中养的一些人，有的是有具有真才实学，能在关键时刻替主人办事的，但是也有一些是徒有虚名，骗吃骗喝的。他们的身份和家奴是不同的，平时没有固定的工作，不必干杂役，照样吃喝领工资。只是主人需要他们办什么事时，才跟他们安排工作。;;;;;;;;;;;;;x,,
menkezhi;门客中心;;;;;;;;;;X,,
desc_menkezhi;门客作为贵族地位和财富的象征最早出现于春秋时期，那时的养客之风盛行。每一个诸侯国的公族子弟都有着大批的门客，如楚国的春申君，赵国的平原君，魏国的信陵君，齐国的孟尝君等。就是在古代达官贵人家中养的一些人，有的是有具有真才实学，能在关键时刻替主人办事的，但是也有一些是徒有虚名，骗吃骗喝的。他们的身份和家奴是不同的，平时没有固定的工作，不必干杂役，照样吃喝领工资。只是主人需要他们办什么事时，才跟他们安排工作。;;;;;;;;;;X,,
EVTNAME1607;军功授爵;;;;;;;;;;X,,
EVTDESC1607;我国的军队在战争中取得重要的胜利，这主要要归功于一位出身寒门的将军的出色指挥，按照军功授爵的国策，我们应该给予他封侯的赏赐。;;;;;;;;;;X,,
EVTOPTA1607;暂不封赏，下旨勉之;;;;;;;;;;X,,
EVTOPTB1607;封为侯爵，世袭罔替;;;;;;;;;;X,,
falvzhidu1_title;政治改革：确立法律制度;;;;;;;;;;;;;x,,
falvzhidu1_desc;春秋战国时期，面临剧烈的社会改革和思想潮流变化，各国相继改变法律制度。从商周传承下来的法律体系，在春秋战国时期发生了很多新的变化，由单纯的贵族统治工具向君主法治过渡。各主要诸侯国在春秋时期相继公布了成文法，这是中国法律制度的里程碑。进入战国时代，各国兼并战争加剧，相应的催化了各国的变法运动，在法律的制度化上有了长足的发展。而法家思想的出现，则标志着中国法律制度重要性被提升到了的一个新的高峰。;;;;;;;;;;;;;x,,
falvzhidu2_title;政治改革：确立法律制度;;;;;;;;;;;;;x,,
falvzhidu2_desc;春秋战国时期，面临剧烈的社会改革和思想潮流变化，各国相继改变法律制度。从商周传承下来的法律体系，在春秋战国时期发生了很多新的变化，由单纯的贵族统治工具向君主法治过渡。各主要诸侯国在春秋时期相继公布了成文法，这是中国法律制度的里程碑。进入战国时代，各国兼并战争加剧，相应的催化了各国的变法运动，在法律的制度化上有了长足的发展。而法家思想的出现，则标志着中国法律制度重要性被提升到了的一个新的高峰。;;;;;;;;;;;;;x,,
EVTNAME1608;改革失败;;;;;;;;;;X,,
EVTDESC1608;由于守旧的贵族强烈反对，我们的改革夭折了，制度退回到之前的样子，看来我们还需要更长的时间才能实现君主的抱负。;;;;;;;;;;X,,
EVTOPTA1608;新制度被废除;;;;;;;;;;X,,
EVTNAME1609;法律制度;;;;;;;;;;X,,
EVTDESC1609;我是AI我自豪，我能自动完成改革！;;;;;;;;;;X,,
EVTOPTA1609;哈哈哈;;;;;;;;;;X,,
dubizhidu1_title;政治改革：确立都鄙制度;;;;;;;;;;;;;x,,
dubizhidu1_desc;战国时代以前，各诸侯国的组织形式大致相近。人民聚集的地方称为“邑”，大而又城垣宗庙的的称为“都”，诸侯国首都所在称为“国”，这三种大体可以看做国家大小城镇的三级划分。国都以外统称为“鄙”，其中又分为邑和县。城外地区又另有划分，城郭内叫乡，城郭外叫郊，郊外叫遂，又有“牧”“野”等多种名目。地方上的最高长官，多以世袭官职为主。;;;;;;;;;;;;;x,,
dubizhidu2_title;政治改革：确立都鄙制度;;;;;;;;;;;;;x,,
dubizhidu2_desc;战国时代以前，各诸侯国的组织形式大致相近。人民聚集的地方称为“邑”，大而又城垣宗庙的的称为“都”，诸侯国首都所在称为“国”，这三种大体可以看做国家大小城镇的三级划分。国都以外统称为“鄙”，其中又分为邑和县。城外地区又另有划分，城郭内叫乡，城郭外叫郊，郊外叫遂，又有“牧”“野”等多种名目。地方上的最高长官，多以世袭官职为主。;;;;;;;;;;;;;x,,
EVTNAME1610;改革失败;;;;;;;;;;X,,
EVTDESC1610;由于守旧的贵族强烈反对，我们的改革夭折了，制度退回到之前的样子，看来我们还需要更长的时间才能实现君主的抱负。;;;;;;;;;;X,,
EVTOPTA1610;新制度被废除;;;;;;;;;;X,,
EVTNAME1611;都鄙制度;;;;;;;;;;X,,
EVTDESC1611;我是AI我自豪，我能自动完成改革！;;;;;;;;;;X,,
EVTOPTA1611;哈哈哈;;;;;;;;;;X,,
shelijunzhifa_title;设立郡治;;;;;;;;;;;;;x,,
shelijunzhifa_desc;设立郡治;;;;;;;;;;;;;x,,
shelijunzhi_title;设立郡治;;;;;;;;;;;;;x,,
shelijunzhi_desc;设立郡治;;;;;;;;;;;;;x,,
quxiaojunzhi_title;取消郡治;;;;;;;;;;;;;x,,
quxiaojunzhi_desc;取消郡治;;;;;;;;;;;;;x,,
junzhi;郡治;;;;;;;;;;X,,
desc_junzhi;此地为郡治，有利于周边省份管理;;;;;;;;;;X,,
junxianzhidu1_title;政治改革：确立郡县制度;;;;;;;;;;;;;x,,
junxianzhidu1_desc;郡县制度是继宗法血缘分封制度之后出现的以郡统县的两级地方行政制度，是古代中央集权制在地方政权上的体现。春秋时期已有县、郡的设置。春秋的县可分为两种类型：楚和秦的县都直属于君主；晋、吴的县多是卿大夫的封邑。楚武王灭掉权国，将其改建为县，是为设县之始。战国时期，县的设置已较广泛 ，并转变为作为地方政权而实行官僚制度的县制。县令为一县之长，由国君任免。县之下有乡、里等作为国家对居民进行控制的基层组织单位 。秦穆公九年，晋公子夷吾对秦国使者谈到“ 君实有郡县”，为秦国设郡的最早记载。而后，晋、赵、吴相继设置了郡。到了战国时期，有名可考的最早设置的郡当为魏文侯时的西河郡（吴起曾为西河守）、上郡和楚悼王时的宛郡。随着郡、县逐渐增多，需要建立起更高一级的管理机构，于是就形成了郡、县两级制的地方管理体系。郡守为郡之长，多由武官充任，有征兵领军之权。;;;;;;;;;;;;;x,,
junxianzhidu2_title;政治改革：确立郡县制度;;;;;;;;;;;;;x,,
junxianzhidu2_desc;郡县制度是继宗法血缘分封制度之后出现的以郡统县的两级地方行政制度，是古代中央集权制在地方政权上的体现。春秋时期已有县、郡的设置。春秋的县可分为两种类型：楚和秦的县都直属于君主；晋、吴的县多是卿大夫的封邑。楚武王灭掉权国，将其改建为县，是为设县之始。战国时期，县的设置已较广泛 ，并转变为作为地方政权而实行官僚制度的县制。县令为一县之长，由国君任免。县之下有乡、里等作为国家对居民进行控制的基层组织单位 。秦穆公九年，晋公子夷吾对秦国使者谈到“ 君实有郡县”，为秦国设郡的最早记载。而后，晋、赵、吴相继设置了郡。到了战国时期，有名可考的最早设置的郡当为魏文侯时的西河郡（吴起曾为西河守）、上郡和楚悼王时的宛郡。随着郡、县逐渐增多，需要建立起更高一级的管理机构，于是就形成了郡、县两级制的地方管理体系。郡守为郡之长，多由武官充任，有征兵领军之权。;;;;;;;;;;;;;x,,
EVTNAME1612;改革失败;;;;;;;;;;X,,
EVTDESC1612;由于守旧的贵族强烈反对，我们的改革夭折了，制度退回到之前的样子，看来我们还需要更长的时间才能实现君主的抱负。;;;;;;;;;;X,,
EVTOPTA1612;新制度被废除;;;;;;;;;;X,,
EVTNAME1613;郡县制度;;;;;;;;;;X,,
EVTDESC1613;我是AI我自豪，我能自动完成改革！;;;;;;;;;;X,,
EVTOPTA1613;哈哈哈;;;;;;;;;;X,,
hujizhidu1_title;政治改革：确立户籍制度;;;;;;;;;;;;;x,,
hujizhidu1_desc;户籍制度是战国时期加强管理统治人民的手段。这时各国政权已把全国人口编入国家的户籍，把个体小农编成五家为一伍的组织，把户籍编制和军队中“伍”的编制结合起来。这种办法，秦国推行较迟，到公元前三七五年才“为户籍相伍”。当时政府这样重视户籍制度，因为计口授田，收取地租，征发徭役，搜刮户赋（即口赋），都必须依据户籍。百姓到达成年，就要登记名籍，叫做“傅”或“傅籍”。;;;;;;;;;;;;;x,,
hujizhidu2_title;政治改革：确立户籍制度;;;;;;;;;;;;;x,,
hujizhidu2_desc;户籍制度是战国时期加强管理统治人民的手段。这时各国政权已把全国人口编入国家的户籍，把个体小农编成五家为一伍的组织，把户籍编制和军队中“伍”的编制结合起来。这种办法，秦国推行较迟，到公元前三七五年才“为户籍相伍”。当时政府这样重视户籍制度，因为计口授田，收取地租，征发徭役，搜刮户赋（即口赋），都必须依据户籍。百姓到达成年，就要登记名籍，叫做“傅”或“傅籍”。;;;;;;;;;;;;;x,,
hujizhidu;户籍制度;;;;;;;;;;X,,
desc_hujizhidu;户籍制度是战国时期加强管理统治人民的手段。这时各国政权已把全国人口编入国家的户籍，把个体小农编成五家为一伍的组织，把户籍编制和军队中“伍”的编制结合起来。这种办法，秦国推行较迟，到公元前三七五年才“为户籍相伍”。当时政府这样重视户籍制度，因为计口授田，收取地租，征发徭役，搜刮户赋（即口赋），都必须依据户籍。百姓到达成年，就要登记名籍，叫做“傅”或“傅籍”。;;;;;;;;;;X,,
EVTNAME1614;改革失败;;;;;;;;;;X,,
EVTDESC1614;由于守旧的贵族强烈反对，我们的改革夭折了，制度退回到之前的样子，看来我们还需要更长的时间才能实现君主的抱负。;;;;;;;;;;X,,
EVTOPTA1614;新制度被废除;;;;;;;;;;X,,
EVTNAME1615;户籍制度;;;;;;;;;;X,,
EVTDESC1615;我是AI我自豪，我能自动完成改革！;;;;;;;;;;X,,
EVTOPTA1615;哈哈哈;;;;;;;;;;X,,
guanliaozhidu1_title;政治改革：确立官僚制度;;;;;;;;;;;;;x,,
guanliaozhidu1_desc;西周春秋间，贵族的分封制、等级制和世袭制，是密切关联的。各级贵族的爵位、权力及其占有的土地、人民和财富，原则上都由嫡长子继承，其他儿子只能分到次一等的权力和地位。在周王国和各诸侯国里，世袭的卿大夫便按照声望和资历来担任官职，并享受一定的采邑收入，这就是世卿、世禄制度。春秋战国间，各国进行了一系列的改革，废除了世卿、世禄制度，建立了一整套的官僚制度，从而形成一套强大的中央集权的政治体制。从春秋末年起，在有些诸侯国内就出现了以粮食为俸禄的官僚。例如孔丘担任鲁国的司寇，“奉（俸）粟六万〔斗〕”；后来到卫国做官，“亦致粟六万”。到战国时代，就逐渐发展成为中央集权政体的官僚制度。;;;;;;;;;;;;;x,,
guanliaozhidu2_title;政治改革：确立官僚制度;;;;;;;;;;;;;x,,
guanliaozhidu2_desc;西周春秋间，贵族的分封制、等级制和世袭制，是密切关联的。各级贵族的爵位、权力及其占有的土地、人民和财富，原则上都由嫡长子继承，其他儿子只能分到次一等的权力和地位。在周王国和各诸侯国里，世袭的卿大夫便按照声望和资历来担任官职，并享受一定的采邑收入，这就是世卿、世禄制度。春秋战国间，各国进行了一系列的改革，废除了世卿、世禄制度，建立了一整套的官僚制度，从而形成一套强大的中央集权的政治体制。从春秋末年起，在有些诸侯国内就出现了以粮食为俸禄的官僚。例如孔丘担任鲁国的司寇，“奉（俸）粟六万〔斗〕”；后来到卫国做官，“亦致粟六万”。到战国时代，就逐渐发展成为中央集权政体的官僚制度。;;;;;;;;;;;;;x,,
EVTNAME1616;改革失败;;;;;;;;;;X,,
EVTDESC1616;由于守旧的贵族强烈反对，我们的改革夭折了，制度退回到之前的样子，看来我们还需要更长的时间才能实现君主的抱负。;;;;;;;;;;X,,
EVTOPTA1616;新制度被废除;;;;;;;;;;X,,
EVTNAME1617;官僚制度;;;;;;;;;;X,,
EVTDESC1617;我是AI我自豪，我能自动完成改革！;;;;;;;;;;X,,
EVTOPTA1617;哈哈哈;;;;;;;;;;X,,
tianfuzhidu1_title;经济改革：确立田赋制度;;;;;;;;;;;;;x,,
tianfuzhidu1_desc;春秋时代，随着各诸侯国各自发展的需求，新的税收制度逐渐成为必要。鲁宣公十五年(公元前594年)“初税亩”是我国历史上记载的征田赋之始。以后或称租，或称税，名目累变；或收实物，或收银钱，时有不同，然历来为封建王朝的主要收入。;;;;;;;;;;;;;x,,
tianfuzhidu2_title;经济改革：确立田赋制度;;;;;;;;;;;;;x,,
tianfuzhidu2_desc;春秋时代，随着各诸侯国各自发展的需求，新的税收制度逐渐成为必要。鲁宣公十五年(公元前594年)“初税亩”是我国历史上记载的征田赋之始。以后或称租，或称税，名目累变；或收实物，或收银钱，时有不同，然历来为封建王朝的主要收入。;;;;;;;;;;;;;x,,
EVTNAME1618;田赋制度;;;;;;;;;;X,,
EVTDESC1618;我是AI我自豪，我能自动完成改革！;;;;;;;;;;X,,
EVTOPTA1618;哈哈哈;;;;;;;;;;X,,
sitianzhidu1_title;经济改革：确立私田制度;;;;;;;;;;;;;x,,
sitianzhidu1_desc;井田制是中国古代社会的土地国有制度，出现于商朝，到西周时已发展很成熟。到春秋时期，由于铁制农具的和牛耕的普及等诸多原因井田制逐渐瓦解，各主要诸侯国相继转变为私田制度，这在当时极大地促进了国家生产力的发展。;;;;;;;;;;;;;x,,
sitianzhidu2_title;经济改革：确立私田制度;;;;;;;;;;;;;x,,
sitianzhidu2_desc;井田制是中国古代社会的土地国有制度，出现于商朝，到西周时已发展很成熟。到春秋时期，由于铁制农具的和牛耕的普及等诸多原因井田制逐渐瓦解，各主要诸侯国相继转变为私田制度，这在当时极大地促进了国家生产力的发展。;;;;;;;;;;;;;x,,
EVTNAME1619;私田制度;;;;;;;;;;X,,
EVTDESC1619;我是AI我自豪，我能自动完成改革！;;;;;;;;;;X,,
EVTOPTA1619;哈哈哈;;;;;;;;;;X,,
expand_bureaucracy_title;俸禄制度;;;;;;;;;;;;;x,,
expand_bureaucracy_desc;战国时代各国对于官吏的任用，一般都已采用了俸禄制度。当时各国俸禄计算的单位是不同的。卫国用“盆”来计算，有千盆、五百盆等等级（《墨子·贵义篇》）。齐、魏等国用“钟”来计算。;;;;;;;;;;;;;x,,
expanded_bureaucracy;俸禄制度;;;;;;;;;;X,,
desc_expanded_bureaucracy;战国时代各国对于官吏的任用，一般都已采用了俸禄制度。当时各国俸禄计算的单位是不同的。卫国用“盆”来计算，有千盆、五百盆等等级（《墨子·贵义篇》）。齐、魏等国用“钟”来计算。;;;;;;;;;;X,,
formalize_measures_title;统一度量衡;;;;;;;;;;X,,
formalize_measures_desc;战国时期各国相继开展度量衡统一政策。商业上征收关市之税，要用统一的度量衡器。其次，政府发放粮食作为官吏俸禄，地方官向中央政府“上计”，也都要有统一的度量衡制来计算。实行统一的度量衡制，对于促进各国经济的发展，巩固统治，有一定的作用。;;;;;;;;;;X,,
formalized_measures;统一度量衡;;;;;;;;;;X,,
desc_formalized_measures;战国时期各国相继开展度量衡统一政策。商业上征收关市之税，要用统一的度量衡器。其次，政府发放粮食作为官吏俸禄，地方官向中央政府“上计”，也都要有统一的度量衡制来计算。实行统一的度量衡制，对于促进各国经济的发展，巩固统治，有一定的作用。;;;;;;;;;;X,,
jianchahukou_title;检察人口;;;;;;;;;;;;;x,,
jianchahukou_desc;命令官员下访省份重新检定户口，防止户口藏匿，增加国家税收和兵役。;;;;;;;;;;;;;x,,
shangjizhidu_title;上计制度;;;;;;;;;;;;;x,,
shangjizhidu_desc;上计 秦汉时地方守、相向朝廷申报一岁治状的制度。这一制度随著集权制加强而形成，早在战国时，魏、秦两国即已实行。这是一种古代的官员考核制度，有利于防止腐败和渎职的现象。;;;;;;;;;;;;;x,,
Tsheriff;内政精英;;;;;;;;;;X,,
desc_Tsheriff;完成田赋制度改革后，我国的内政精英发挥了更大的作用。;;;;;;;;;;X,,
Talderman;当政公卿;;;;;;;;;;X,,
desc_Talderman;完成田赋制度改革后，我国的当政公卿发挥了更大的作用。;;;;;;;;;;X,,
Tbanker;经济之才;;;;;;;;;;X,,
desc_Tbanker;完成田赋制度改革后，我国的经济之才发挥了更大的作用。;;;;;;;;;;X,,
kaifahuangman_title;开发荒蛮;;;;;;;;;;;;;x,,
kaifahuangman_desc;此荒蛮之地，不宜人居，可征民戍边而垦荒，贬有罪之人以实其地。;;;;;;;;;;;;;x,,
huangmankaifa;开发荒蛮;;;;;;;;;;X,,
desc_huangmankaifa;目前国家正在花费大量人力物力来开发这块新的土地，相信在不久的将来，这里将变成富饶之地。;;;;;;;;;;X,,
late_reform1;要求改革的呼声;;;;;;;;;;X,,
desc_late_reform1;随着时代的发展，我国建立法律制度已经是迫切的需求，由于政府迟迟不愿进行改革，从贵族到民众都对此感到不满。;;;;;;;;;;X,,
late_reform2;要求改革的呼声;;;;;;;;;;X,,
desc_late_reform2;随着时代的发展，我国建立都鄙制度已经是迫切的需求，由于政府迟迟不愿进行改革，从贵族到民众都对此感到不满。;;;;;;;;;;X,,
late_reform3;要求改革的呼声;;;;;;;;;;X,,
desc_late_reform3;随着时代的发展，我国建立郡县制度已经是迫切的需求，由于政府迟迟不愿进行改革，从贵族到民众都对此感到不满。;;;;;;;;;;X,,
late_reform4;要求改革的呼声;;;;;;;;;;X,,
desc_late_reform4;随着时代的发展，我国建立田赋制度已经是迫切的需求，由于政府迟迟不愿进行改革，从贵族到民众都对此感到不满。;;;;;;;;;;X,,
tuposanjunguizhi_title;破除旧制;;;;;;;;;;;;;x;,,
tuposanjunguizhi_desc;周天子权力旁落，诸侯国不再恪守原有的军事限制，大国纷纷突破三军规制，加强军事实力，为争霸战争做准备;;;;;;;;;;;;;x;,,
xiwuzhongjun_title;习武重军;;;;;;;;;;;;;x;,,
xiwuzhongjun_desc;随着春秋时期争霸战争的加剧，各国纷纷开始对旧的军队制度进行改革，步兵地位得到提高和重视，国家军队规模不断扩大，军事理论也被总结成理论。;;;;;;;;;;;;;x;,,
chunqiu_mil_1;西周时期军事制度;;;;;;;;;;;;;x;,,
desc_chunqiu_mil_1;西周时期的军事制度严格规定了天子六军、大国三军、次国二军、小国一军的规模;;;;;;;;;;;;;x;,,
EVTNAME1620;突破三军规制;;;;;;;;;;;;;x;,,
EVTDESC1620;AI专属事件;;;;;;;;;;;;;x;,,
EVTOPTA1620;好;;;;;;;;;;;;;x;,,
EVTNAME1621;习武重军;;;;;;;;;;;;;x;,,
EVTDESC1621;AI专属事件;;;;;;;;;;;;;x;,,
EVTOPTA1621;好;;;;;;;;;;;;;x;,,
guoyeyitibingfu_title;国野一体兵赋;;;;;;;;;;;;;x;,,
guoyeyitibingfu_desc;春秋初年，国人为征兵对象，缴纳兵赋，不纳税，而野人只需要纳税，后为扩大兵员，改革生产关系，各国逐渐废除了此种制度;;;;;;;;;;;;;x;,,
wanshanguoyeyitibingfu_title;完善国野制;;;;;;;;;;;;;x;,,
wanshanguoyeyitibingfu_desc;国野一体看似可增加兵员，实则大大增加管理难度，弊端甚大，今官吏繁多国库充足可彻改之;;;;;;;;;;;;;x;,,
guoyeyitibingfu;国野一体兵赋;;;;;;;;;;;;;x;,,
desc_guoyeyitibingfu;国野一体兵赋，国人为征兵对象，缴纳兵赋，不纳税，而野人只需要纳税，后为扩大兵员，改革生产关系，各国逐渐废除了此种制度;;;;;;;;;;;;;x;,,
wanshanguoyeyitibingfu;完善国野制;;;;;;;;;;;;;x;,,
desc_wanshanguoyeyitibingfu;完善后的制度使得我们可以向对国人那般对野人大规模征召;;;;;;;;;;;;;x;,,
tuiguangtieqi_title;推广铁器;;;;;;;;;;;;;x;,,
tuiguangtieqi_desc;铁器虽比铜更难以冶炼，但更难用，我国缺铜，应当推广铁器应用;;;;;;;;;;;;;x;,,
tuiguangtieqi;推广铁器;;;;;;;;;;;;;x;,,
desc_tuiguangtieqi;尽管铁器大大增加了军备的成本，但我们的铁刃可将铜刃砍卷甚至砍断，战斗力提高了！;;;;;;;;;;;;;x;,,
junguobaojia;扩大保甲;;;;;;;;;;;;;x;,,
desc_junguobaojia;扩大保甲制度，在全国范围推行;;;;;;;;;;;;;x;,,
junguobaojia_title;扩大保甲制度;;;;;;;;x;,,
junguobaojia_desc;把军政改革寄托在内政改革上，以地方为单位组建部队，军队编制等效于地方行政区划。;;;;;;;;;;;;;x;,,
