EVTDESC9063;周王室的权力衰微，在这一年，中原的霸主, $YEAR$, 诸侯的指挥者\n $EMPERORNAME$, \n以霸主的身份召集了华夏各地的诸侯们，霸主宣布降低周王室的地位，周室已经失去天命，不再能够领导天下诸侯。我们应该何去何从？;;;;;;;;;;X
EVTOPTA9063;顺从霸主的命令;;;;;;;;;;X
EVTOPTB9063;这是彻底的背叛！ ;;;;;;;;;;X
EVTNAME9064;在 $PROVINCECAPITAL$ 的盟会;;;;;;;;;;X
EVTDESC9064;在 $PROVINCECAPITAL$ 的盟会宣布降低周王室地位.  ;;;;;;;;;;X
EVTOPTA9064;时代在改变;;;;;;;;;;X
daizhou_lv5_title;控制周王室;;;;;;;;;;X
daizhou_lv5_desc;霸主直接派出军队进驻洛邑，周王不再具有自主权利，一切号令从此自霸主出. 则将会有以下影响:\n\n   周王室  成为霸主的附庸   \n\n中原霸主\n- 恶名每年 +0.15;;;;;;;;;;X
EVTNAME9065;控制周王室;;;;;;;;;;X
EVTDESC9065;周王室的权力衰微，在这一年，中原的霸主, $YEAR$, 诸侯的指挥者\n $EMPERORNAME$, \n以霸主的身份召集了华夏各地的诸侯们. 宣布进驻洛邑，直接控制周王室，政令从此自霸主出;;;;;;;;;;X
EVTOPTA9065;顺从霸主的命令;;;;;;;;;;X
EVTOPTB9065;这是以下犯上的行为！ ;;;;;;;;;;X
EVTNAME9066;在 $PROVINCECAPITAL$ 的盟会;;;;;;;;;;X
EVTDESC9066;在 $PROVINCECAPITAL$ 的盟会宣布控制周王室.  ;;;;;;;;;;X
EVTOPTA9066;时代在改变;;;;;;;;;;X
daizhou_lv6_title;取周而代之;;;;;;;;;;X
daizhou_lv6_desc;将周王降级为普通诸侯，霸主成为新的天下共主，所有诸侯必须加倍朝贡。 这将会导致下列影响:\n\n- 所有华夏系统的成员成为霸主的附庸国. \n\n中原霸主恶名debuff消除  \n  朝贡事件加倍发生;;;;;;;;;;X
EVTNAME9069;取周而代之;;;;;;;;;;X
EVTDESC9069;周王室的权力衰微，在这一年，中原的霸主, $YEAR$, 诸侯的指挥者\n $EMPERORNAME$, \n以霸主的身份召集了华夏各地的诸侯们，宣布正式去代周的地位，原来的周天子被降级为普通诸侯，继承周文王的香火;;;;;;;;;;X
EVTOPTA9069;顺从霸主的命令;;;;;;;;;;X
EVTOPTB9069;绝对不能容忍这种行径！ ;;;;;;;;;;X
EVTNAME9070;在 $PROVINCECAPITAL$ 的盟会;;;;;;;;;;X
EVTDESC9070;在 $PROVINCECAPITAL$ 的盟会\n宣布取周而代之;;;;;;;;;;X
EVTOPTA9070;时代在改变;;;;;;;;;;X
daizhou_lv7_title;禁止诸侯争斗;;;;;;;;;;X
daizhou_lv7_desc;天下诸侯自此皆为臣民，严禁诸侯私相干涉，停止一切私斗行为。这将会导致以下结果:\n\n华夏系统成员\n  不再拥有干涉战争的战争理由  \n\n中原霸主\n  威望 +10;;;;;;;;;;X
EVTNAME9067;禁止诸侯争斗;;;;;;;;;;X
EVTDESC9067;周王室的权力衰微，在这一年，中原的霸主, $YEAR$, 诸侯的指挥者\n $EMPERORNAME$, \n以霸主的身份召集了华夏各地的诸侯们. 宣布自此众诸侯皆为我臣民，禁止一切诸侯私斗行为;;;;;;;;;;X
EVTOPTA9067;顺从霸主的命令;;;;;;;;;;X
EVTOPTB9067;这是干涉诸侯内政的行为！ ;;;;;;;;;;X
EVTNAME9068;在 $PROVINCECAPITAL$ 的盟会;;;;;;;;;;X
EVTDESC9068;在 $PROVINCECAPITAL$ 的盟会宣布禁止诸侯私斗。;;;;;;;;;;X
EVTOPTA9068;时代在改变;;;;;;;;;;X
daizhou_lv8_title;一统天下;;;;;;;;;;X
daizhou_lv8_desc;统一分裂的周王室各诸侯国, 将重新建立一个统一的国家. 这回造成以下影响:\n\n  所有华夏诸侯国成为$EMPERORNAME$统治下的附庸国，恢复到周朝的旧制度上。;;;;;;;;;;X
EVTNAME9071;恢复旧制度;;;;;;;;;;X
EVTDESC9071;周王室的权力衰微，在这一年，中原的霸主, $YEAR$, 诸侯的指挥者\n $EMPERORNAME$, \n以霸主的身份召集了华夏各地的诸侯们，宣布正式成为天下共主，恢复周朝的诸侯附庸制度;;;;;;;;;;X
EVTOPTA9071;新的王朝! ;;;;;;;;;;X
EVTOPTB9071;起兵反抗! ;;;;;;;;;;X
EVTNAME9072;在 $PROVINCECAPITAL$ 的盟会;;;;;;;;;;X
EVTDESC9072;在 $PROVINCECAPITAL$ 的盟会宣布天下重新一统。;;;;;;;;;;X
EVTOPTA9072;时代在改变;;;;;;;;;;X
EVTNAME9075;霸主要求统一;;;;;;;;;;X
EVTDESC9075;霸主要求诸侯成为其附庸 ;;;;;;;;;;X
EVTOPTA9075;要求诸侯效忠霸主;;;;;;;;;;X
EVTNAME9076;霸主要求统一）;;;;;;;;;;X
EVTDESC9076;霸主要求我国成为其附庸.;;;;;;;;;;X
EVTOPTA9076;向霸主效忠;;;;;;;;;;X
EVTOPTB9076;起兵反抗！;;;;;;;;;;X
fuzhou_lv1_title;稳固霸主地位（复周）;;;;;;;;;;X
fuzhou_lv1_desc;加强霸主的地位，这将会造成以下影响:\n\n中原霸主\n 每年威望+1%;;;;;;;;;;X
EVTNAME1920;稳固霸主地位;;;;;;;;;;X
EVTDESC1920;周王室的旗帜在风中飘动. 在这一年, 我们的领主, $YEAR$, 诸侯的指挥者\n $EMPERORNAME$ \n以霸主的身份召集了华夏各地的诸侯们，提出了一项关于强化霸主地位的提议，诸侯们歃血为盟，在河水边起誓。依照霸主的意愿, 霸主将成为长期有效的政治机制，代行周天子的权力，使华夏更加团结，以有利的抵抗外族的入侵。但私下里, 部分诸侯认为这样的行为违背了周礼，伤害了诸侯们的权益神意，在这次变革中我们应站在哪一边? ;;;;;;;;;;X
EVTOPTA1920;顺从霸主的命令. ;;;;;;;;;;X
EVTOPTB1920;我们必须保护我们的封建权利. ;;;;;;;;;;X
EVTNAME1921;在 $PROVINCECAPITAL$ 的盟会;;;;;;;;;;X
EVTDESC1921;在 $PROVINCECAPITAL$ 的盟会宣布加强霸主地位;;;;;;;;;;X
EVTOPTA1921;时代在改变;;;;;;;;;;X
fuzhou_lv2_title;诸侯朝周正常化;;;;;;;;;;X
fuzhou_lv2_desc;恢复过去的朝觐制度，各诸侯国必须定期向周王室派出代表，宣告国内情况。这会造成以下影响:\n\n周天子\n  威望每年 +1%;;;;;;;;;;X
EVTNAME1922;关于复周Lv2的投票;;;;;;;;;;X
EVTDESC1922;周王室的权力衰微，在这一年，中原的霸主, $YEAR$, 诸侯的指挥者\n $EMPERORNAME$, \n以霸主的身份召集了华夏各地的诸侯们。霸主, 强调他对于周王室的忠诚, 因此他提出中原各国应当回复朝觐制度，重新建立以周王室为中心的联盟。我们该如何抉择？ ;;;;;;;;;;X
EVTOPTA1922;顺从霸主的命令;;;;;;;;;;X
EVTOPTB1922;天下已改，庶难从命 ;;;;;;;;;;X
EVTNAME1923;在 $PROVINCECAPITAL$ 的盟会;;;;;;;;;;X
EVTDESC1923;在 $PROVINCECAPITAL$ 的盟会宣布诸侯朝周正常化;;;;;;;;;;X
EVTOPTA1923;时代在改变;;;;;;;;;;X
fuzhou_lv3_title;恢复朝觐制度;;;;;;;;;;X
fuzhou_lv3_desc;恢复过去的朝觐制度，各诸侯国君主必须亲自觐见周天子。这会造成以下结果  :\n\n中原霸主\n  使节数量 +1  ;;;;;;;;;;X
EVTNAME1924;恢复朝觐制度;;;;;;;;;;X
EVTDESC1924;周王室的权力衰微，在这一年，中原的霸主, $YEAR$, 诸侯的指挥者\n $EMPERORNAME$, \n以霸主的身份召集了华夏各地的诸侯们，要求诸侯国君主亲自前往觐见周天子;;;;;;;;;;X
EVTOPTA1924;顺从霸主的命令;;;;;;;;;;X
EVTOPTB1924;这没有必要 ;;;;;;;;;;X
EVTNAME1925;在 $PROVINCECAPITAL$ 的盟会;;;;;;;;;;X
EVTDESC1925;在 $PROVINCECAPITAL$ 的盟会宣布回复朝觐制度;;;;;;;;;;X
EVTOPTA1925;时代在改变;;;;;;;;;;X
fuzhou_lv4_title;恢复定期盟会;;;;;;;;;;X
fuzhou_lv4_desc;通过建立定期的盟会制度加强诸侯国之间的紧密联系，以确立周天子的共主地位. 这将产生以下效果:\n\n华夏系统成员\n  外交力  -1  \n\n霸主\n  正统性每年  +2%\n  外交力 +2 ;;;;;;;;;;X
EVTNAME1926;恢复定期盟会;;;;;;;;;;X
EVTDESC1926;周王室的权力衰微，在这一年，中原的霸主, $YEAR$, 诸侯的指挥者\n $EMPERORNAME$, \n以霸主的身份召集了华夏各地的诸侯们，要求实现定期盟会;;;;;;;;;;X
EVTOPTA1926;顺从霸主的命令;;;;;;;;;;X
EVTOPTB1926;这没有意义 ;;;;;;;;;;X
EVTNAME1927;在 $PROVINCECAPITAL$ 的盟会;;;;;;;;;;X
EVTDESC1927;在 $PROVINCECAPITAL$ 的盟会宣布恢复定期盟会 ;;;;;;;;;;X
EVTOPTA1927;时代在改变;;;;;;;;;;X
fuzhou_lv5_title;恢复周王赋税;;;;;;;;;;X
fuzhou_lv5_desc;普天之下莫非王土，率土之滨，莫非王臣。各诸侯国应当向周天子缴纳职责所在的税款。这将会有以下影响:\n\n华夏系统成员\n  税收  -5%\n\n周天子\n-  税收 +30%;;;;;;;;;;X
EVTNAME1928;恢复周王赋税;;;;;;;;;;X
EVTDESC1928;周王室的权力衰微，在这一年，中原的霸主, $YEAR$, 诸侯的指挥者\n $EMPERORNAME$, \n以霸主的身份召集了华夏各地的诸侯们，要求恢复周王朝的税收制度;;;;;;;;;;X
EVTOPTA1928;顺从霸主的命令;;;;;;;;;;X
EVTOPTB1928;这是强征暴敛 ;;;;;;;;;;X
EVTNAME1929;在 $PROVINCECAPITAL$ 的盟会;;;;;;;;;;X
EVTDESC1929;在 $PROVINCECAPITAL$ 的盟会宣布恢复周朝税制;;;;;;;;;;X
EVTOPTA1929;时代在改变;;;;;;;;;;X
fuzhou_lv7_title;成为天子方牧;;;;;;;;;;X
fuzhou_lv7_desc;霸主成为天子任命的方牧，管理诸侯，督促他们进献贡赋. 这将会导致下列影响:\n\n  周天子获得的诸侯贡赋加倍;;;;;;;;;;X
EVTNAME1932;成为天子方牧;;;;;;;;;;X
EVTDESC1932;周王室的权力衰微，在这一年，中原的霸主, $YEAR$, 诸侯的指挥者\n $EMPERORNAME$, \n以霸主的身份召集了华夏各地的诸侯们，周天子提议任命他为方牧;;;;;;;;;;X
EVTOPTA1932;顺从天子的命令;;;;;;;;;;X
EVTOPTB1932;坚决反对 ;;;;;;;;;;X
EVTNAME1933;在 $PROVINCECAPITAL$ 的盟会;;;;;;;;;;X
EVTDESC1933;在 $PROVINCECAPITAL$ 的盟会后成为天子方牧;;;;;;;;;;X
EVTOPTA1933;时代在改变;;;;;;;;;;X
fuzhou_lv6_title;率领诸侯入朝;;;;;;;;;;X
fuzhou_lv6_desc;把主帅令诸侯入朝，集体拜见周天子. 这将会导致以下结果:\n\n  中原霸主\n  恶名每年  -0.2;;;;;;;;;;X
EVTNAME1930;率领诸侯入朝;;;;;;;;;;X
EVTDESC1930;周王室的权力衰微，在这一年，中原的霸主, $YEAR$, 诸侯的指挥者\n $EMPERORNAME$, \n以霸主的身份召集了华夏各地的诸侯们，提议诸侯集体入朝参见周天子;;;;;;;;;;X
EVTOPTA1930;顺从霸主的命令;;;;;;;;;;X
EVTOPTB1930;寡人身体不适 ;;;;;;;;;;X
EVTNAME1931;在 $PROVINCECAPITAL$ 的盟会;;;;;;;;;;X
EVTDESC1931;在 $PROVINCECAPITAL$ 的盟会宣布霸主即将率领诸侯入朝 ;;;;;;;;;;X
EVTOPTA1931;时代在改变;;;;;;;;;;X
fuzhou_lv8_title;恢复周王天下;;;;;;;;;;X
fuzhou_lv8_desc;统一分裂的周王室各诸侯国, 重新建立一个统一的国家. 这会造成以下影响:\n\n  除霸主外，所有诸侯成为周天子附庸  \n  霸主威望 +10% ;;;;;;;;;;X
EVTNAME1934;恢复周王天下;;;;;;;;;;X
EVTDESC1934;周王室的权力衰微，在这一年，中原的霸主, $YEAR$, 诸侯的指挥者\n $EMPERORNAME$, \n以霸主的身份召集了华夏各地的诸侯们，宣布恢复周王的天下;;;;;;;;;;X
EVTOPTA1934;大周重建！;;;;;;;;;;X
EVTOPTB1934;起兵造反！;;;;;;;;;;X
EVTNAME1935;在 $PROVINCECAPITAL$ 的盟会;;;;;;;;;;X
EVTDESC1935;在 $PROVINCECAPITAL$ 的盟会宣布恢复周王天下;;;;;;;;;;X
EVTOPTA1935;时代在改变;;;;;;;;;;X
EVTNAME1936;恢复周王天下;;;;;;;;;;X
EVTDESC1936;周天子开始要求诸侯成为附庸. ;;;;;;;;;;X
EVTOPTA1936;要求向周宣誓效忠;;;;;;;;;;X
EVTNAME1937;周天子要求附庸;;;;;;;;;;X
EVTDESC1937;周天子即将取消了我们的特权.;;;;;;;;;;X
EVTOPTA1937;向周天子效忠;;;;;;;;;;X
EVTOPTB1937;保持独立;;;;;;;;;;X   
HRE_LEAVE_ALL_PROVINCES;所有省份都归属当前所有者并从华夏系统移除。;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
HRE_LEAVE_RELEASE;$COUNTRY$ 将成立并拥有下列省份: $LIST$。\n;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
HRE_LEAVE_EMPEROR;周王室霸主 ($COUNTRY$) 将获得下列省份的所有权: $LIST$。\n;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
HRE_LEAVE_PROVINCES;其他所有省份都归属当前所有者并从周王室移除。;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
HRE_LEAVE_RELEASE_SHORT;$COUNTRY$ 将成立并拥有 $COUNT$ 省份。\n;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
HRE_LEAVE_EMPEROR_SHORT;周王室霸主 ($COUNTRY$) 将获得 $COUNT$ 省份的所有权。\n;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
HRE_LEAVE_NOT_PART_OF_EMPIRE;你不是周王室成员。;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
HRE_LEAVE_HAS_OVERLORD;当你是附庸国或接受被他国控制时不能脱离。;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
LEAVE_HRE_CONFIRM;脱离华夏系统;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
HRE_LEAVE_NOT_AS_EMPEROR;周王室霸主不能脱离华夏系统！;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
HRE_LEAVE;脱离华夏系统;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
RELEASE_OUR_VASSAL;承认$THEM$独立地位。;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
PEACE_EFFECT;与$THEM$达成无条件和平。;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
REVOKE_REFORM_DESC;霸业中衰。;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
CB_ALLOWED_REVREF;撤销改革: ;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
REVOKE_REFORM_TOOLTIP;$COUNTRY$ 使得霸业中衰。;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
DEMAND_REVOKE_REFORM;霸业中衰;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
OFFER_REVOKE_REFORM;霸业中衰;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
EVTNAME766;霸业中衰;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
EVTDESC_REFORM_REVOKED;霸业中衰，我们想尝试再次称霸前必须积蓄力量。;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
EVTOPT_REVOKE;可恶！;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
EVTNAME1903;霸业中衰;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
EVTNAME1915;新的霸业;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
EVTDESC1915;新的霸业开始了，旧日霸主的功业化为过眼云烟;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
EVTOPTA1915;霸业更替;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
EVTNAME9090;割让$FROM$;;;;;;;;;;X,,,,,,,,,,,,,,,,,
EVTDESC9090;$FROMCOUNTRY$决定交还非法占有的省份$FROM$。 他们的选择很明智。\n\n但为了避免非法占有周王室成员省份带来的后果,将其尽快转交给合法所有者是一个明智的选择。;;;;;;;;;;X,,,,,,,,,,,,,,,,
EVTOPTA9090;它是我们的！;;;;;;;;;;X,,,,,,,,,,,,,,,,,
EVTOPTB9090;交给合法所有者。;;;;;;;;;;X,,,,,,,,,,,,,,,,,
EVTNAME9091;$FROM$;;;;;;;;;;X,,,,,,,,,,,,,,,,,
EVTDESC9091;$FROMCOUNTRY$拒绝我们关于交还非法占有省份$FROM$的要求。;;;;;;;;;;X,,,,,,,,,,,,,,,,,
EVTOPTA9091;他们的选择很不明智。;;;;;;;;;;X,,,,,,,,,,,,,,,,,
EVTNAME1904;霸主离世;;;;;;;;;;;;;x,,,,,
EVTDESC1904;霸业不堕，中原各国仍然推举$COUNTRY$为霸主，朝觐不断，供奉不绝。;;;;;;;;;;;;;x,,,,,
EVTOPTA1904;天佑$COUNTRY$国;;;;;;;;;;;;;x,,,,,
EVTNAME1905;$FROMCOUNTRY$复国了;;;;;;;;;;;;;x,,,,,
EVTDESC1905;在经历了灭国的厄运后，$FROMCOUNTRY$国祚不终，最终复国。这是$FROMCOUNTRY$国历代先祖庇佑的结果。;;;;;;;;;;;;;x,,
EVTOPTA1905;重立太庙！;;;;;;;;;;;;;x,,,,,
EVTNAME1906;一名异端统治者;;;;;;;;;;;;;x,,,,,
EVTDESC1906;$FROMCOUNTRY$, 华夏系统的成员,\n已经改信了异端信仰!;;;;;;;;;;;;;x,,,
EVTOPTA1906;这是无法忍受的!;;;;;;;;;;;;;x,,,,,
EVTNAME1907;一个迷途的羔羊归来了;;;;;;;;;;;;x,,,,,
EVTDESC1907;$FROMCOUNTRY$, 华夏系统的成员,\n已经皈依了正确的信仰。;;;;;;;;;;;;;x,,,
EVTOPTA1907;太好了!;;;;;;;;;;;;;x,,,,,
EVTNAME1908;维护中原;;;;;;;;;;;;;x,,,,,
EVTDESC1908;我国已经战胜了妄图侵犯中原的$FROMCOUNTRY$，中原的秩序仍然在我国的控制当中。;;;;;;;;;;;;;x,,,,,
EVTOPTA1908;这是霸主的责任所系;;;;;;;;;;;;;x,,,,,
EVTNAME1909;一位君主退位;;;;;;;;;;;;;x,,,,,
EVTDESC1909;$FROMCOUNTRY$, 华夏系统的成员,已经被蛮夷势力吞并!;;;;;;;;;;;;;x,,,
EVTOPTA1909;唉!;;;;;;;;;;;;;x,,,,,
EVTNAME1910;蛮夷势力退却了;;;;;;;;;;;;;x,,,,,
EVTDESC1910;$FROMCOUNTRY$,华夏系统的成员,已经从外国的势力范围得到解放。;;;;;;;;;;;;;x,,,
EVTOPTA1910;太好了;;;;;;;;;;;;;x,,,,,
EVTNAME1911;一名君主复位了;;;;;;;;;;;;;x,,,,,
EVTDESC1911;$FROMCOUNTRY$,华夏系统的成员,已经从外国的附庸中得到解放!;;;;;;;;;;;;;x,,,
EVTOPTA1911;太好了!;;;;;;;;;;;;;x,,,,,
EVTNAME1912;保卫周王室!;;;;;;;;;;;;;x,,,,,
EVTDESC1912;霸主已经赶往保护$FROMCOUNTRY$抵抗外国侵略!;;;;;;;;;;;;;x,,,,,
EVTOPTA1912;应该的!;;;;;;;;;;;;;x,,,,,
EVTNAME1913;可耻的霸主;;;;;;;;;;;;;x,,,,,
EVTDESC1913;霸主未能保卫$FROMCOUNTRY$抵抗外国侵略。;;;;;;;;;;;;;x,,,,,
EVTOPTA1913;可耻?这叫有远见!;;;;;;;;;;;;;x,,,,,
EVTNAME1914;夺回周王室领地;;;;;;;;;;;;;x,,,,,
EVTDESC1914;$PROVINCENAME$已经脱离了$FROMCOUNTRY$的魔掌\n并回到了华夏系统。我们对周王室的奉献得到了认可;;;;;;;;;;;;;x,,,,,
EVTOPTA1914;计划之中;;;;;;;;;;;;;x,,,,,
occupied_imperial;非法占领帝国领地;;;;;;;;;;X
big_hre;帝国的完整性;;;;;;;;;;X
desc_big_hre;只要帝国里存在至少25个国家,\n我们就可以从帝国机构中受益.;;;;;;;;;;X
